seq,timestamp_ms,scenario,written_to_sensor_file
106,3100,normal,True
107,3120,normal,True
108,3140,normal,True
109,3160,normal,True
110,3180,normal,True
111,3200,normal,True
112,3220,normal,True
113,3240,normal,True
114,3260,normal,True
115,3280,normal,True
116,3300,normal,True
117,3320,normal,True
118,3340,normal,True
119,3360,normal,True
120,3380,normal,True
121,3400,normal,True
122,3420,normal,True
123,3440,normal,True
124,3460,normal,True
125,3480,normal,True
126,3500,normal,True
127,3520,normal,True
128,3540,normal,True
129,3560,normal,True
130,3580,normal,True
131,3600,normal,True
132,3620,normal,True
133,3640,normal,True
134,3660,normal,True
135,3680,normal,True
136,3700,normal,True
137,3720,normal,True
138,3740,normal,True
139,3760,normal,True
140,3780,normal,True
141,3800,normal,True
142,3820,normal,True
143,3840,normal,True
144,3860,normal,True
145,3880,normal,True
146,3900,normal,True
147,3920,normal,True
148,3940,normal,True
149,3960,normal,True
150,3980,normal,True
151,4000,normal,True
152,4020,normal,True
153,4040,normal,True
154,4060,normal,True
155,4080,normal,True
156,4100,normal,True
157,4120,normal,True
158,4140,normal,True
159,4160,normal,True
160,4180,normal,True
161,4200,normal,True
162,4220,normal,True
163,4240,normal,True
164,4260,normal,True
165,4280,normal,True
166,4300,normal,True
167,4320,normal,True
168,4340,normal,True
169,4360,normal,True
170,4380,normal,True
171,4400,normal,True
172,4420,normal,True
173,4440,normal,True
174,4460,normal,True
175,4480,normal,True
176,4500,normal,True
177,4520,normal,True
178,4540,normal,True
179,4560,normal,True
180,4580,normal,True
181,4600,normal,True
182,4620,normal,True
183,4640,normal,True
184,4660,normal,True
185,4680,normal,True
186,4700,normal,True
187,4720,normal,True
188,4740,normal,True
189,4760,normal,True
190,4780,normal,True
191,4800,normal,True
192,4820,normal,True
193,4840,normal,True
194,4860,normal,True
195,4880,normal,True
196,4900,normal,True
197,4920,normal,True
198,4940,normal,True
199,4960,normal,True
200,4980,normal,True
201,5000,normal,True
202,5020,normal,True
203,5040,normal,True
204,5060,normal,True
205,5080,normal,True
206,5100,normal,True
207,5120,normal,True
208,5140,normal,True
209,5160,normal,True
210,5180,normal,True
211,5200,normal,True
212,5220,normal,True
213,5240,normal,True
214,5260,normal,True
215,5280,normal,True
216,5300,normal,True
217,5320,normal,True
218,5340,normal,True
219,5360,normal,True
220,5380,normal,True
221,5400,normal,True
222,5420,normal,True
223,5440,normal,True
224,5460,normal,True
225,5480,normal,True
226,5500,normal,True
227,5520,normal,True
228,5540,normal,True
229,5560,normal,True
230,5580,normal,True
231,5600,normal,True
232,5620,normal,True
233,5640,normal,True
234,5660,normal,True
235,5680,normal,True
236,5700,normal,True
237,5720,normal,True
238,5740,normal,True
239,5760,normal,True
240,5780,normal,True
241,5800,normal,True
242,5820,normal,True
243,5840,normal,True
244,5860,normal,True
245,5880,normal,True
246,5900,normal,True
247,5920,normal,True
248,5940,normal,True
249,5960,normal,True
250,5980,normal,True
251,6000,normal,True
252,6020,normal,True
253,6040,normal,True
254,6060,normal,True
255,6080,normal,True
256,6100,normal,True
257,6120,normal,True
258,6140,normal,True
259,6160,normal,True
260,6180,normal,True
261,6200,normal,True
262,6220,normal,True
263,6240,normal,True
264,6260,normal,True
265,6280,normal,True
266,6300,normal,True
267,6320,normal,True
268,6340,normal,True
269,6360,normal,True
270,6380,normal,True
271,6400,normal,True
272,6420,normal,True
273,6440,normal,True
274,6460,normal,True
275,6480,normal,True
276,6500,normal,True
277,6520,normal,True
278,6540,normal,True
279,6560,normal,True
280,6580,normal,True
281,6600,normal,True
282,6620,normal,True
283,6640,normal,True
284,6660,normal,True
285,6680,normal,True
286,6700,normal,True
287,6720,normal,True
288,6740,normal,True
289,6760,normal,True
290,6780,normal,True
291,6800,normal,True
292,6820,normal,True
293,6840,normal,True
294,6860,normal,True
295,6880,normal,True
296,6900,normal,True
297,6920,normal,True
298,6940,normal,True
299,6960,normal,True
300,6980,normal,True
301,7000,normal,True
302,7020,normal,True
303,7040,normal,True
304,7060,normal,True
305,7080,normal,True
306,7100,normal,True
307,7120,normal,True
308,7140,normal,True
309,7160,normal,True
310,7180,normal,True
311,7200,normal,True
312,7220,normal,True
313,7240,normal,True
314,7260,normal,True
315,7280,normal,True
316,7300,normal,True
317,7320,normal,True
318,7340,normal,True
319,7360,normal,True
320,7380,normal,True
321,7400,normal,True
322,7420,normal,True
323,7440,normal,True
324,7460,normal,True
325,7480,normal,True
326,7500,normal,True
327,7520,normal,True
328,7540,normal,True
329,7560,normal,True
330,7580,normal,True
331,7600,normal,True
332,7620,normal,True
333,7640,normal,True
334,7660,normal,True
335,7680,normal,True
336,7700,normal,True
337,7720,normal,True
338,7740,normal,True
339,7760,normal,True
340,7780,normal,True
341,7800,normal,True
342,7820,normal,True
343,7840,normal,True
344,7860,normal,True
345,7880,normal,True
346,7900,normal,True
347,7920,normal,True
348,7940,normal,True
349,7960,normal,True
350,7980,normal,True
351,8000,normal,True
352,8020,normal,True
353,8040,normal,True
354,8060,normal,True
355,8080,normal,True
356,8100,normal,True
357,8120,normal,True
358,8140,normal,True
359,8160,normal,True
360,8180,normal,True
361,8200,normal,True
362,8220,normal,True
363,8240,normal,True
364,8260,normal,True
365,8280,normal,True
366,8300,normal,True
367,8320,normal,True
368,8340,normal,True
369,8360,normal,True
370,8380,normal,True
371,8400,normal,True
372,8420,normal,True
373,8440,normal,True
374,8460,normal,True
375,8480,normal,True
376,8500,normal,True
377,8520,normal,True
378,8540,normal,True
379,8560,normal,True
380,8580,normal,True
381,8600,normal,True
382,8620,normal,True
383,8640,normal,True
384,8660,normal,True
385,8680,normal,True
386,8700,normal,True
387,8720,normal,True
388,8740,normal,True
389,8760,normal,True
390,8780,normal,True
391,8800,normal,True
392,8820,normal,True
393,8840,normal,True
394,8860,normal,True
395,8880,normal,True
396,8900,normal,True
397,8920,normal,True
398,8940,normal,True
399,8960,normal,True
400,8980,normal,True
401,9000,normal,True
402,9020,normal,True
403,9040,normal,True
404,9060,normal,True
405,9080,normal,True
406,9100,normal,True
407,9120,normal,True
408,9140,normal,True
409,9160,normal,True
410,9180,normal,True
411,9200,normal,True
412,9220,normal,True
413,9240,normal,True
414,9260,normal,True
415,9280,normal,True
416,9300,normal,True
417,9320,normal,True
418,9340,normal,True
419,9360,normal,True
420,9380,normal,True
421,9400,normal,True
422,9420,normal,True
423,9440,normal,True
424,9460,normal,True
425,9480,normal,True
426,9500,normal,True
427,9520,normal,True
428,9540,normal,True
429,9560,normal,True
430,9580,normal,True
431,9600,normal,True
432,9620,normal,True
433,9640,normal,True
434,9660,normal,True
435,9680,normal,True
436,9700,normal,True
437,9720,normal,True
438,9740,normal,True
439,9760,normal,True
440,9780,normal,True
441,9800,normal,True
442,9820,normal,True
443,9840,normal,True
444,9860,normal,True
445,9880,normal,True
446,9900,normal,True
447,9920,normal,True
448,9940,normal,True
449,9960,normal,True
450,9980,normal,True
451,10000,normal,True
452,10020,normal,True
453,10040,normal,True
454,10060,normal,True
455,10080,normal,True
456,10100,normal,True
457,10120,normal,True
458,10140,normal,True
459,10160,normal,True
460,10180,normal,True
461,10200,normal,True
462,10220,normal,True
463,10240,normal,True
464,10260,normal,True
465,10280,normal,True
466,10300,normal,True
467,10320,normal,True
468,10340,normal,True
469,10360,normal,True
470,10380,normal,True
471,10400,normal,True
472,10420,normal,True
473,10440,normal,True
474,10460,normal,True
475,10480,normal,True
476,10500,normal,True
477,10520,normal,True
478,10540,normal,True
479,10560,normal,True
480,10580,normal,True
481,10600,normal,True
482,10620,normal,True
483,10640,normal,True
484,10660,normal,True
485,10680,normal,True
486,10700,normal,True
487,10720,normal,True
488,10740,normal,True
489,10760,normal,True
490,10780,normal,True
491,10800,normal,True
492,10820,normal,True
493,10840,normal,True
494,10860,normal,True
495,10880,normal,True
496,10900,normal,True
497,10920,normal,True
498,10940,normal,True
499,10960,normal,True
500,10980,normal,True
501,11000,normal,True
502,11020,normal,True
503,11040,normal,True
504,11060,normal,True
505,11080,normal,True
506,11100,normal,True
507,11120,normal,True
508,11140,normal,True
509,11160,normal,True
510,11180,normal,True
511,11200,normal,True
512,11220,normal,True
513,11240,normal,True
514,11260,normal,True
515,11280,normal,True
516,11300,normal,True
517,11320,normal,True
518,11340,normal,True
519,11360,normal,True
520,11380,normal,True
521,11400,normal,True
522,11420,normal,True
523,11440,normal,True
524,11460,normal,True
525,11480,normal,True
526,11500,normal,True
527,11520,normal,True
528,11540,normal,True
529,11560,normal,True
530,11580,normal,True
531,11600,normal,True
532,11620,normal,True
533,11640,normal,True
534,11660,normal,True
535,11680,normal,True
536,11700,normal,True
537,11720,normal,True
538,11740,normal,True
539,11760,normal,True
540,11780,normal,True
541,11800,normal,True
542,11820,normal,True
543,11840,normal,True
544,11860,normal,True
545,11880,normal,True
546,11900,normal,True
547,11920,normal,True
548,11940,normal,True
549,11960,normal,True
550,11980,normal,True
551,12000,normal,True
552,12020,normal,True
553,12040,normal,True
554,12060,normal,True
555,12080,normal,True
556,12100,normal,True
557,12120,normal,True
558,12140,normal,True
559,12160,normal,True
560,12180,normal,True
561,12200,normal,True
562,12220,normal,True
563,12240,normal,True
564,12260,normal,True
565,12280,normal,True
566,12300,normal,True
567,12320,normal,True
568,12340,normal,True
569,12360,normal,True
570,12380,normal,True
571,12400,normal,True
572,12420,normal,True
573,12440,normal,True
574,12460,normal,True
575,12480,normal,True
576,12500,normal,True
577,12520,normal,True
578,12540,normal,True
579,12560,normal,True
580,12580,normal,True
581,12600,normal,True
582,12620,normal,True
583,12640,normal,True
584,12660,normal,True
585,12680,normal,True
586,12700,normal,True
587,12720,normal,True
588,12740,normal,True
589,12760,normal,True
590,12780,normal,True
591,12800,normal,True
592,12820,normal,True
593,12840,normal,True
594,12860,normal,True
595,12880,normal,True
596,12900,normal,True
597,12920,normal,True
598,12940,normal,True
599,12960,normal,True
600,12980,normal,True
601,13000,normal,True
602,13020,normal,True
603,13040,normal,True
604,13060,normal,True
605,13080,normal,True
606,13100,normal,True
607,13120,normal,True
608,13140,normal,True
609,13160,normal,True
610,13180,normal,True
611,13200,normal,True
612,13220,normal,True
613,13240,normal,True
614,13260,normal,True
615,13280,normal,True
616,13300,normal,True
617,13320,normal,True
618,13340,normal,True
619,13360,normal,True
620,13380,normal,True
621,13400,normal,True
622,13420,normal,True
623,13440,normal,True
624,13460,normal,True
625,13480,normal,True
626,13500,normal,True
627,13520,normal,True
628,13540,normal,True
629,13560,normal,True
630,13580,normal,True
631,13600,normal,True
632,13620,normal,True
633,13640,normal,True
634,13660,normal,True
635,13680,normal,True
636,13700,normal,True
637,13720,normal,True
638,13740,normal,True
639,13760,normal,True
640,13780,normal,True
641,13800,normal,True
642,13820,normal,True
643,13840,normal,True
644,13860,normal,True
645,13880,normal,True
646,13900,normal,True
647,13920,normal,True
648,13940,normal,True
649,13960,normal,True
650,13980,normal,True
651,14000,normal,True
652,14020,normal,True
653,14040,normal,True
654,14060,normal,True
655,14080,normal,True
656,14100,normal,True
657,14120,normal,True
658,14140,normal,True
659,14160,normal,True
660,14180,normal,True
661,14200,normal,True
662,14220,normal,True
663,14240,normal,True
664,14260,normal,True
665,14280,normal,True
666,14300,normal,True
667,14320,normal,True
668,14340,normal,True
669,14360,normal,True
670,14380,normal,True
671,14400,normal,True
672,14420,normal,True
673,14440,normal,True
674,14460,normal,True
675,14480,normal,True
676,14500,normal,True
677,14520,normal,True
678,14540,normal,True
679,14560,normal,True
680,14580,normal,True
681,14600,normal,True
682,14620,normal,True
683,14640,normal,True
684,14660,normal,True
685,14680,normal,True
686,14700,normal,True
687,14720,normal,True
688,14740,normal,True
689,14760,normal,True
690,14780,normal,True
691,14800,normal,True
692,14820,normal,True
693,14840,normal,True
694,14860,normal,True
695,14880,normal,True
696,14900,normal,True
697,14920,normal,True
698,14940,normal,True
699,14960,normal,True
700,14980,normal,True
701,15000,normal,True
702,15020,normal,True
703,15040,normal,True
704,15060,normal,True
705,15080,normal,True
706,15100,normal,True
707,15120,normal,True
708,15140,normal,True
709,15160,normal,True
710,15180,normal,True
711,15200,normal,True
712,15220,normal,True
713,15240,normal,True
714,15260,normal,True
715,15280,normal,True
716,15300,normal,True
717,15320,normal,True
718,15340,normal,True
719,15360,normal,True
720,15380,normal,True
721,15400,normal,True
722,15420,normal,True
723,15440,normal,True
724,15460,normal,True
725,15480,normal,True
726,15500,normal,True
727,15520,normal,True
728,15540,normal,True
729,15560,normal,True
730,15580,normal,True
731,15600,normal,True
732,15620,normal,True
733,15640,normal,True
734,15660,normal,True
735,15680,normal,True
736,15700,normal,True
737,15720,normal,True
738,15740,normal,True
739,15760,normal,True
740,15780,normal,True
741,15800,normal,True
742,15820,normal,True
743,15840,normal,True
744,15860,normal,True
745,15880,normal,True
746,15900,normal,True
747,15920,normal,True
748,15940,normal,True
749,15960,normal,True
750,15980,normal,True
751,16000,normal,True
752,16020,normal,True
753,16040,normal,True
754,16060,normal,True
755,16080,normal,True
756,16100,normal,True
757,16120,normal,True
758,16140,normal,True
759,16160,normal,True
760,16180,normal,True
761,16200,normal,True
762,16220,normal,True
763,16240,normal,True
764,16260,normal,True
765,16280,normal,True
766,16300,normal,True
767,16320,normal,True
768,16340,normal,True
769,16360,normal,True
770,16380,normal,True
771,16400,normal,True
772,16420,normal,True
773,16440,normal,True
774,16460,normal,True
775,16480,normal,True
776,16500,normal,True
777,16520,normal,True
778,16540,normal,True
779,16560,normal,True
780,16580,normal,True
781,16600,normal,True
782,16620,normal,True
783,16640,normal,True
784,16660,normal,True
785,16680,normal,True
786,16700,normal,True
787,16720,normal,True
788,16740,normal,True
789,16760,normal,True
790,16780,normal,True
791,16800,normal,True
792,16820,normal,True
793,16840,normal,True
794,16860,normal,True
795,16880,normal,True
796,16900,normal,True
797,16920,normal,True
798,16940,normal,True
799,16960,normal,True
800,16980,normal,True
801,17000,normal,True
802,17020,normal,True
803,17040,normal,True
804,17060,normal,True
805,17080,normal,True
806,17100,normal,True
807,17120,normal,True
808,17140,normal,True
809,17160,normal,True
810,17180,normal,True
811,17200,normal,True
812,17220,normal,True
813,17240,normal,True
814,17260,normal,True
815,17280,normal,True
816,17300,normal,True
817,17320,normal,True
818,17340,normal,True
819,17360,normal,True
820,17380,normal,True
821,17400,normal,True
822,17420,normal,True
823,17440,normal,True
824,17460,normal,True
825,17480,normal,True
826,17500,normal,True
827,17520,normal,True
828,17540,normal,True
829,17560,normal,True
830,17580,normal,True
831,17600,normal,True
832,17620,normal,True
833,17640,normal,True
834,17660,normal,True
835,17680,normal,True
836,17700,normal,True
837,17720,normal,True
838,17740,normal,True
839,17760,normal,True
840,17780,normal,True
841,17800,normal,True
842,17820,normal,True
843,17840,normal,True
844,17860,normal,True
845,17880,normal,True
846,17900,normal,True
847,17920,normal,True
848,17940,normal,True
849,17960,normal,True
850,17980,normal,True
851,18000,normal,True
852,18020,normal,True
853,18040,normal,True
854,18060,normal,True
855,18080,normal,True
856,18100,normal,True
857,18120,normal,True
858,18140,normal,True
859,18160,normal,True
860,18180,normal,True
861,18200,normal,True
862,18220,normal,True
863,18240,normal,True
864,18260,normal,True
865,18280,normal,True
866,18300,normal,True
867,18320,normal,True
868,18340,normal,True
869,18360,normal,True
870,18380,normal,True
871,18400,normal,True
872,18420,normal,True
873,18440,normal,True
874,18460,normal,True
875,18480,normal,True
876,18500,normal,True
877,18520,normal,True
878,18540,normal,True
879,18560,normal,True
880,18580,normal,True
881,18600,normal,True
882,18620,normal,True
883,18640,normal,True
884,18660,normal,True
885,18680,normal,True
886,18700,normal,True
887,18720,normal,True
888,18740,normal,True
889,18760,normal,True
890,18780,normal,True
891,18800,normal,True
892,18820,normal,True
893,18840,normal,True
894,18860,normal,True
895,18880,normal,True
896,18900,normal,True
897,18920,normal,True
898,18940,normal,True
899,18960,normal,True
900,18980,normal,True
901,19000,normal,True
902,19020,normal,True
903,19040,normal,True
904,19060,normal,True
905,19080,normal,True
906,19100,normal,True
907,19120,normal,True
908,19140,normal,True
909,19160,normal,True
910,19180,normal,True
911,19200,normal,True
912,19220,normal,True
913,19240,normal,True
914,19260,normal,True
915,19280,normal,True
916,19300,normal,True
917,19320,normal,True
918,19340,normal,True
919,19360,normal,True
920,19380,normal,True
921,19400,normal,True
922,19420,normal,True
923,19440,normal,True
924,19460,normal,True
925,19480,normal,True
926,19500,normal,True
927,19520,normal,True
928,19540,normal,True
929,19560,normal,True
930,19580,normal,True
931,19600,normal,True
932,19620,normal,True
933,19640,normal,True
934,19660,normal,True
935,19680,normal,True
936,19700,normal,True
937,19720,normal,True
938,19740,normal,True
939,19760,normal,True
940,19780,normal,True
941,19800,normal,True
942,19820,normal,True
943,19840,normal,True
944,19860,normal,True
945,19880,normal,True
946,19900,normal,True
947,19920,normal,True
948,19940,normal,True
949,19960,normal,True
950,19980,normal,True
951,20000,normal,True
952,20020,normal,True
953,20040,normal,True
954,20060,normal,True
955,20080,normal,True
956,20100,normal,True
957,20120,normal,True
958,20140,normal,True
959,20160,normal,True
960,20180,normal,True
961,20200,normal,True
962,20220,normal,True
963,20240,normal,True
964,20260,normal,True
965,20280,normal,True
966,20300,normal,True
967,20320,normal,True
968,20340,normal,True
969,20360,normal,True
970,20380,normal,True
971,20400,normal,True
972,20420,normal,True
973,20440,normal,True
974,20460,normal,True
975,20480,normal,True
976,20500,normal,True
977,20520,normal,True
978,20540,normal,True
979,20560,normal,True
980,20580,normal,True
981,20600,normal,True
982,20620,normal,True
983,20640,normal,True
984,20660,normal,True
985,20680,normal,True
986,20700,normal,True
987,20720,normal,True
988,20740,normal,True
989,20760,normal,True
990,20780,normal,True
991,20800,normal,True
992,20820,normal,True
993,20840,normal,True
994,20860,normal,True
995,20880,normal,True
996,20900,normal,True
997,20920,normal,True
998,20940,normal,True
999,20960,normal,True
1000,20980,normal,True
1001,21000,normal,True
1002,21020,normal,True
1003,21040,normal,True
1004,21060,normal,True
1005,21080,normal,True
1006,21100,normal,True
1007,21120,normal,True
1008,21140,normal,True
1009,21160,normal,True
1010,21180,normal,True
1011,21200,normal,True
1012,21220,normal,True
1013,21240,normal,True
1014,21260,normal,True
1015,21280,normal,True
1016,21300,normal,True
1017,21320,normal,True
1018,21340,normal,True
1019,21360,normal,True
1020,21380,normal,True
1021,21400,normal,True
1022,21420,normal,True
1023,21440,normal,True
1024,21460,normal,True
1025,21480,normal,True
1026,21500,normal,True
1027,21520,normal,True
1028,21540,normal,True
1029,21560,normal,True
1030,21580,normal,True
1031,21600,normal,True
1032,21620,normal,True
1033,21640,normal,True
1034,21660,normal,True
1035,21680,normal,True
1036,21700,normal,True
1037,21720,normal,True
1038,21740,normal,True
1039,21760,normal,True
1040,21780,normal,True
1041,21800,normal,True
1042,21820,normal,True
1043,21840,normal,True
1044,21860,normal,True
1045,21880,normal,True
1046,21900,normal,True
1047,21920,normal,True
1048,21940,normal,True
1049,21960,normal,True
1050,21980,normal,True
1051,22000,normal,True
1052,22020,normal,True
1053,22040,normal,True
1054,22060,normal,True
1055,22080,normal,True
1056,22100,normal,True
1057,22120,normal,True
1058,22140,normal,True
1059,22160,normal,True
1060,22180,normal,True
1061,22200,normal,True
1062,22220,normal,True
1063,22240,normal,True
1064,22260,normal,True
1065,22280,normal,True
1066,22300,normal,True
1067,22320,normal,True
1068,22340,normal,True
1069,22360,normal,True
1070,22380,normal,True
1071,22400,normal,True
1072,22420,normal,True
1073,22440,normal,True
1074,22460,normal,True
1075,22480,normal,True
1076,22500,normal,True
1077,22520,normal,True
1078,22540,normal,True
1079,22560,normal,True
1080,22580,normal,True
1081,22600,normal,True
1082,22620,normal,True
1083,22640,normal,True
1084,22660,normal,True
1085,22680,normal,True
1086,22700,normal,True
1087,22720,normal,True
1088,22740,normal,True
1089,22760,normal,True
1090,22780,normal,True
1091,22800,normal,True
1092,22820,normal,True
1093,22840,normal,True
1094,22860,normal,True
1095,22880,normal,True
1096,22900,normal,True
1097,22920,normal,True
1098,22940,normal,True
1099,22960,normal,True
1100,22980,normal,True
1101,23000,normal,True
1102,23020,normal,True
1103,23040,normal,True
1104,23060,normal,True
1105,23080,normal,True
1106,23100,normal,True
1107,23120,normal,True
1108,23140,normal,True
1109,23160,normal,True
1110,23180,normal,True
1111,23200,normal,True
1112,23220,normal,True
1113,23240,normal,True
1114,23260,normal,True
1115,23280,normal,True
1116,23300,normal,True
1117,23320,normal,True
1118,23340,normal,True
1119,23360,normal,True
1120,23380,normal,True
1121,23400,normal,True
1122,23420,normal,True
1123,23440,normal,True
1124,23460,normal,True
1125,23480,normal,True
1126,23500,normal,True
1127,23520,normal,True
1128,23540,normal,True
1129,23560,normal,True
1130,23580,normal,True
1131,23600,normal,True
1132,23620,normal,True
1133,23640,normal,True
1134,23660,normal,True
1135,23680,normal,True
1136,23700,normal,True
1137,23720,normal,True
1138,23740,normal,True
1139,23760,normal,True
1140,23780,normal,True
1141,23800,normal,True
1142,23820,normal,True
1143,23840,normal,True
1144,23860,normal,True
1145,23880,normal,True
1146,23900,normal,True
1147,23920,normal,True
1148,23940,normal,True
1149,23960,normal,True
1150,23980,normal,True
1151,24000,normal,True
1152,24020,normal,True
1153,24040,normal,True
1154,24060,normal,True
1155,24080,normal,True
1156,24100,normal,True
1157,24120,normal,True
1158,24140,normal,True
1159,24160,normal,True
1160,24180,normal,True
1161,24200,normal,True
1162,24220,normal,True
1163,24240,normal,True
1164,24260,normal,True
1165,24280,normal,True
1166,24300,normal,True
1167,24320,normal,True
1168,24340,normal,True
1169,24360,normal,True
1170,24380,normal,True
1171,24400,normal,True
1172,24420,normal,True
1173,24440,normal,True
1174,24460,normal,True
1175,24480,normal,True
1176,24500,normal,True
1177,24520,normal,True
1178,24540,normal,True
1179,24560,normal,True
1180,24580,normal,True
1181,24600,normal,True
1182,24620,normal,True
1183,24640,normal,True
1184,24660,normal,True
1185,24680,normal,True
1186,24700,normal,True
1187,24720,normal,True
1188,24740,normal,True
1189,24760,normal,True
1190,24780,normal,True
1191,24800,normal,True
1192,24820,normal,True
1193,24840,normal,True
1194,24860,normal,True
1195,24880,normal,True
1196,24900,normal,True
1197,24920,normal,True
1198,24940,normal,True
1199,24960,normal,True
1200,24980,normal,True
1201,25000,normal,True
1202,25020,normal,True
1203,25040,normal,True
1204,25060,normal,True
1205,25080,normal,True
1206,25100,normal,True
1207,25120,normal,True
1208,25140,normal,True
1209,25160,normal,True
1210,25180,normal,True
1211,25200,normal,True
1212,25220,normal,True
1213,25240,normal,True
1214,25260,normal,True
1215,25280,normal,True
1216,25300,normal,True
1217,25320,normal,True
1218,25340,normal,True
1219,25360,normal,True
1220,25380,normal,True
1221,25400,normal,True
1222,25420,normal,True
1223,25440,normal,True
1224,25460,normal,True
1225,25480,normal,True
1226,25500,normal,True
1227,25520,normal,True
1228,25540,normal,True
1229,25560,normal,True
1230,25580,normal,True
1231,25600,normal,True
1232,25620,normal,True
1233,25640,normal,True
1234,25660,normal,True
1235,25680,normal,True
1236,25700,normal,True
1237,25720,normal,True
1238,25740,normal,True
1239,25760,normal,True
1240,25780,normal,True
1241,25800,normal,True
1242,25820,normal,True
1243,25840,normal,True
1244,25860,normal,True
1245,25880,normal,True
1246,25900,normal,True
1247,25920,normal,True
1248,25940,normal,True
1249,25960,normal,True
1250,25980,normal,True
1251,26000,normal,True
1252,26020,normal,True
1253,26040,normal,True
1254,26060,normal,True
1255,26080,normal,True
1256,26100,normal,True
1257,26120,normal,True
1258,26140,normal,True
1259,26160,normal,True
1260,26180,normal,True
1261,26200,normal,True
1262,26220,normal,True
1263,26240,normal,True
1264,26260,normal,True
1265,26280,normal,True
1266,26300,normal,True
1267,26320,normal,True
1268,26340,normal,True
1269,26360,normal,True
1270,26380,normal,True
1271,26400,normal,True
1272,26420,normal,True
1273,26440,normal,True
1274,26460,normal,True
1275,26480,normal,True
1276,26500,normal,True
1277,26520,normal,True
1278,26540,normal,True
1279,26560,normal,True
1280,26580,normal,True
1281,26600,normal,True
1282,26620,normal,True
1283,26640,normal,True
1284,26660,normal,True
1285,26680,normal,True
1286,26700,normal,True
1287,26720,normal,True
1288,26740,normal,True
1289,26760,normal,True
1290,26780,normal,True
1291,26800,normal,True
1292,26820,normal,True
1293,26840,normal,True
1294,26860,normal,True
1295,26880,normal,True
1296,26900,normal,True
1297,26920,normal,True
1298,26940,normal,True
1299,26960,normal,True
1300,26980,normal,True
1301,27000,normal,True
1302,27020,normal,True
1303,27040,normal,True
1304,27060,normal,True
1305,27080,normal,True
1306,27100,normal,True
1307,27120,normal,True
1308,27140,normal,True
1309,27160,normal,True
1310,27180,normal,True
1311,27200,normal,True
1312,27220,normal,True
1313,27240,normal,True
1314,27260,normal,True
1315,27280,normal,True
1316,27300,normal,True
1317,27320,normal,True
1318,27340,normal,True
1319,27360,normal,True
1320,27380,normal,True
1321,27400,normal,True
1322,27420,normal,True
1323,27440,normal,True
1324,27460,normal,True
1325,27480,normal,True
1326,27500,normal,True
1327,27520,normal,True
1328,27540,normal,True
1329,27560,normal,True
1330,27580,normal,True
1331,27600,normal,True
1332,27620,normal,True
1333,27640,normal,True
1334,27660,normal,True
1335,27680,normal,True
1336,27700,normal,True
1337,27720,normal,True
1338,27740,normal,True
1339,27760,normal,True
1340,27780,normal,True
1341,27800,normal,True
1342,27820,normal,True
1343,27840,normal,True
1344,27860,normal,True
1345,27880,normal,True
1346,27900,normal,True
1347,27920,normal,True
1348,27940,normal,True
1349,27960,normal,True
1350,27980,normal,True
1351,28000,normal,True
1352,28020,normal,True
1353,28040,normal,True
1354,28060,normal,True
1355,28080,normal,True
1356,28100,normal,True
1357,28120,normal,True
1358,28140,normal,True
1359,28160,normal,True
