window_id,elapsed_start_s,elapsed_end_s,optical_mean,optical_std,optical_min,optical_max,gyro_x_mean,gyro_x_std,gyro_x_min,gyro_x_max,gyro_y_mean,gyro_y_std,gyro_y_min,gyro_y_max,gyro_z_mean,gyro_z_std,gyro_z_min,gyro_z_max
10,20.0,22.0,1.199085,0.02028693853197174,1.1463,1.2428,0.03463599999999999,0.49918474346077524,-1.1843,0.9823,-0.005214999999999997,0.49604237810392776,-1.4516,1.0279,0.039653000000000015,0.4424321582920934,-0.9508,1.4169
11,22.0,24.0,1.1997879999999999,0.019495400893544106,1.1438,1.2416,0.07726500000000001,0.5717438635219446,-1.6759,1.5062,-0.017011000000000002,0.4958547805345835,-1.1325,1.3634,-0.014866999999999998,0.45520332557111226,-1.1359,0.9076
12,24.0,26.0,1.19582,0.020895085546606414,1.1512,1.2563,-0.02481299999999999,0.4525432436033048,-1.0958,0.8156,-0.008371000000000003,0.5038608766901831,-1.2893,1.5971,-0.10701400000000001,0.48062445110917945,-1.7674,0.98
13,26.0,28.0,1.2001,0.022754784112357564,1.1365,1.2496,0.002025000000000001,0.42514624763132974,-1.3145,0.8313,0.05623000000000001,0.4533612732689019,-1.004,1.4267,-0.055114,0.4802046944835087,-1.2689,1.1172
14,28.0,30.0,1.200447,0.019122878732031952,1.1471,1.2396,-0.0064690000000000025,0.5132254919029257,-1.359,1.2459,0.02237,0.4917313037625325,-1.0194,1.3188,0.05031799999999999,0.5199431438878678,-1.2079,1.2731
15,30.0,32.0,1.8002779999999998,0.02123384835586804,1.7468,1.8455,-0.022716000000000007,0.475340437522414,-1.2034,1.2448,-0.03219000000000001,0.4838862038744234,-1.2645,1.0965,0.09550800000000002,0.52440596043142,-0.9582,1.6481
16,32.0,34.0,1.7972989999999998,0.022875639859903374,1.7398,1.8485,0.0015440000000000087,0.5375840972945536,-1.2501,1.2007,0.019848000000000008,0.5122464753378007,-1.1538,1.4184,-0.080458,0.4604950073953028,-1.2318,0.8949
17,34.0,36.0,1.4992459999999996,0.30218804689133555,1.152,1.8393,-3.0669719999999994,17.751620806845104,-67.7815,46.8098,2.330438,12.316473805117925,-30.0458,32.2936,-0.935914,11.115488192994674,-41.8946,27.0933
18,36.0,38.0,1.2006450000000002,0.02217940655202478,1.1469,1.2489,1.148103,31.898856953936313,-76.3631,74.0944,0.24399699999999974,17.451598614725558,-34.0344,51.2533,-1.0818630000000002,15.648019441863275,-34.8458,53.8327
19,38.0,40.0,1.204598,0.02059508184008988,1.1546,1.2541,-5.613453999999999,30.102707151246115,-73.4705,77.0616,-1.520209,21.661779817956305,-70.0694,56.798,1.9899949999999997,14.917511325126418,-35.2311,36.3455
20,40.0,42.0,1.2006290000000002,0.01891190257483366,1.1453,1.2465,-0.02532,0.41114612244310417,-1.0642,1.0946,0.036172,0.5173106165699676,-1.2602,1.2976,-0.052273999999999994,0.4831145730817898,-1.02,1.1207
21,42.0,44.0,1.199001,0.01990045474354795,1.1598,1.263,0.024050000000000002,0.5183934064974207,-1.0637,1.3455,0.041454000000000005,0.49704356397000055,-1.1519,1.5198,-0.033022,0.5114302479478506,-1.1739,1.3632
23,46.0,48.0,1.199421,0.018411438265382753,1.1541,1.2414,0.024155000000000003,0.4466024844030762,-1.1298,0.9193,0.051535999999999985,0.5450351466685429,-1.3246,1.3736,0.05367500000000001,0.47767613910996226,-1.1082,1.036
24,48.0,50.0,1.1989419999999997,0.019147308844848138,1.1506,1.2375,-0.05913199999999999,0.4830291218715492,-1.4978,1.086,-0.04613,0.4990136458054028,-1.1413,1.1779,0.046930000000000006,0.4784717589367214,-1.2178,1.1412
26,52.0,54.0,1.197972,0.020174642896467834,1.1488,1.2533,0.07725399999999999,0.5353587734258214,-1.6653,1.3964,-0.02749399999999999,0.49728353276978715,-1.5043,0.9579,0.13655700000000004,0.5462964968320774,-1.285,1.5256
27,54.0,56.0,1.19979,0.017911004996928565,1.1607,1.2425,0.01028100000000001,0.48105621369960494,-1.1992,1.1891,-0.0021419999999999885,0.5069822411445987,-1.2402,1.2471,0.040041000000000014,0.5050407916386557,-1.0035,1.9152
28,56.0,58.0,1.200214,0.020750195276189556,1.1407,1.245,0.007086999999999995,0.5133240735938653,-1.3645,1.4644,0.014818999999999995,0.560707543144374,-1.3671,1.194,-0.09055699999999998,0.48588520707158805,-1.1467,1.122
29,58.0,60.0,1.19858,0.019495563597906072,1.1566,1.245,0.13172699999999998,0.5085510811816253,-1.2582,1.2694,0.06161599999999999,0.5270005661704739,-1.4044,1.1894,0.02970000000000001,0.530734804210163,-1.1832,1.4054
