session_id,boot_id,window_id,sensor,anomaly_score,threshold,is_anomaly
multi-session-014,multi-boot-014,12,optical,-0.04058591382633486,0.10594972098035704,False
multi-session-014,multi-boot-014,13,optical,0.04147064560201463,0.10594972098035704,False
multi-session-014,multi-boot-014,14,optical,-0.019964381855127167,0.10594972098035704,False
multi-session-014,multi-boot-014,15,optical,0.02046680270823653,0.10594972098035704,False
multi-session-014,multi-boot-014,16,optical,0.07165725220536345,0.10594972098035704,False
multi-session-014,multi-boot-014,17,optical,-0.01570925424741626,0.10594972098035704,False
multi-session-014,multi-boot-014,18,optical,0.04733164947864976,0.10594972098035704,False
multi-session-014,multi-boot-014,19,optical,0.035641695321940725,0.10594972098035704,False
multi-session-014,multi-boot-014,20,optical,0.0023137786848723696,0.10594972098035704,False
multi-session-014,multi-boot-014,21,optical,0.07480078809600155,0.10594972098035704,False
multi-session-014,multi-boot-014,22,optical,0.04061646952244391,0.10594972098035704,False
multi-session-014,multi-boot-014,23,optical,0.001880603025456673,0.10594972098035704,False
multi-session-014,multi-boot-014,24,optical,0.006219047016888579,0.10594972098035704,False
multi-session-014,multi-boot-014,25,optical,0.01694823410423074,0.10594972098035704,False
multi-session-014,multi-boot-014,26,optical,0.008366033909987691,0.10594972098035704,False
multi-session-014,multi-boot-014,27,optical,-0.0007169592287044058,0.10594972098035704,False
multi-session-014,multi-boot-014,28,optical,0.004469138826661445,0.10594972098035704,False
multi-session-014,multi-boot-014,29,optical,-0.005625419294506884,0.10594972098035704,False
multi-session-015,multi-boot-015,0,optical,0.08054620594368067,0.10594972098035704,False
multi-session-015,multi-boot-015,1,optical,0.03878215457423306,0.10594972098035704,False
multi-session-015,multi-boot-015,2,optical,0.007713928675726622,0.10594972098035704,False
multi-session-015,multi-boot-015,3,optical,0.05232795925142708,0.10594972098035704,False
multi-session-015,multi-boot-015,4,optical,0.010837309911092774,0.10594972098035704,False
multi-session-015,multi-boot-015,5,optical,0.006856481787472668,0.10594972098035704,False
multi-session-015,multi-boot-015,6,optical,0.018600201871978195,0.10594972098035704,False
multi-session-015,multi-boot-015,7,optical,0.1490713192004003,0.10594972098035704,True
multi-session-015,multi-boot-015,8,optical,0.007578042644324157,0.10594972098035704,False
multi-session-015,multi-boot-015,9,optical,-0.021286672122123873,0.10594972098035704,False
multi-session-015,multi-boot-015,10,optical,0.0012339838516018942,0.10594972098035704,False
multi-session-015,multi-boot-015,11,optical,-0.009389774652201366,0.10594972098035704,False
multi-session-015,multi-boot-015,12,optical,0.09603825093367757,0.10594972098035704,False
multi-session-015,multi-boot-015,13,optical,0.03116675783081113,0.10594972098035704,False
multi-session-015,multi-boot-015,14,optical,0.032997880135762325,0.10594972098035704,False
multi-session-015,multi-boot-015,15,optical,0.031124036220887774,0.10594972098035704,False
multi-session-015,multi-boot-015,16,optical,0.08512565272984463,0.10594972098035704,False
multi-session-015,multi-boot-015,17,optical,0.04614539903286885,0.10594972098035704,False
multi-session-015,multi-boot-015,18,optical,0.020120193255236174,0.10594972098035704,False
multi-session-015,multi-boot-015,19,optical,0.056662879816722356,0.10594972098035704,False
multi-session-015,multi-boot-015,20,optical,0.1078387491402858,0.10594972098035704,True
multi-session-015,multi-boot-015,21,optical,0.02633616522462101,0.10594972098035704,False
multi-session-015,multi-boot-015,22,optical,0.09676169121972644,0.10594972098035704,False
multi-session-015,multi-boot-015,23,optical,0.037657783856322236,0.10594972098035704,False
multi-session-015,multi-boot-015,24,optical,0.10484125445040882,0.10594972098035704,False
multi-session-015,multi-boot-015,25,optical,0.11907183993772219,0.10594972098035704,True
multi-session-015,multi-boot-015,26,optical,0.015707933536885377,0.10594972098035704,False
multi-session-015,multi-boot-015,27,optical,0.05192388826391248,0.10594972098035704,False
multi-session-015,multi-boot-015,28,optical,0.06378538390349375,0.10594972098035704,False
multi-session-015,multi-boot-015,29,optical,0.036386171378143595,0.10594972098035704,False
multi-session-016,multi-boot-016,0,optical,-0.07432107564033608,0.10594972098035704,False
multi-session-016,multi-boot-016,1,optical,-0.013816503012821724,0.10594972098035704,False
multi-session-016,multi-boot-016,2,optical,-0.03114327477943779,0.10594972098035704,False
multi-session-016,multi-boot-016,3,optical,-0.0726035180221713,0.10594972098035704,False
multi-session-016,multi-boot-016,4,optical,-0.03146479798335322,0.10594972098035704,False
multi-session-016,multi-boot-016,5,optical,-0.05595426041218282,0.10594972098035704,False
multi-session-016,multi-boot-016,6,optical,-0.048764828422648065,0.10594972098035704,False
multi-session-016,multi-boot-016,7,optical,-0.02181843003438383,0.10594972098035704,False
multi-session-016,multi-boot-016,8,optical,-0.06564494753294181,0.10594972098035704,False
multi-session-016,multi-boot-016,9,optical,-0.03946176416254382,0.10594972098035704,False
multi-session-016,multi-boot-016,10,optical,-0.06488982999912685,0.10594972098035704,False
multi-session-016,multi-boot-016,11,optical,-0.041733320348120495,0.10594972098035704,False
multi-session-016,multi-boot-016,12,optical,-0.03737201032869775,0.10594972098035704,False
multi-session-016,multi-boot-016,13,optical,-0.0463629706102332,0.10594972098035704,False
multi-session-016,multi-boot-016,14,optical,-0.05459381895987453,0.10594972098035704,False
multi-session-016,multi-boot-016,15,optical,-0.04790308631723095,0.10594972098035704,False
multi-session-016,multi-boot-016,16,optical,-0.05745053111742676,0.10594972098035704,False
multi-session-016,multi-boot-016,17,optical,0.027498719539813088,0.10594972098035704,False
multi-session-016,multi-boot-016,18,optical,-0.039301266240685584,0.10594972098035704,False
multi-session-016,multi-boot-016,19,optical,-0.07700462722203055,0.10594972098035704,False
multi-session-016,multi-boot-016,20,optical,-0.07630721651911587,0.10594972098035704,False
multi-session-016,multi-boot-016,21,optical,0.1232619242676477,0.10594972098035704,True
multi-session-016,multi-boot-016,22,optical,0.10594972098035704,0.10594972098035704,False
multi-session-016,multi-boot-016,23,optical,0.13296730376048105,0.10594972098035704,True
multi-session-016,multi-boot-016,24,optical,0.016362434846160845,0.10594972098035704,False
multi-session-016,multi-boot-016,25,optical,-0.0633806631327904,0.10594972098035704,False
multi-session-016,multi-boot-016,26,optical,-0.0548297691415533,0.10594972098035704,False
multi-session-016,multi-boot-016,27,optical,-0.06588621698529501,0.10594972098035704,False
multi-session-016,multi-boot-016,28,optical,-0.03237529527486854,0.10594972098035704,False
multi-session-016,multi-boot-016,29,optical,0.014203139339432513,0.10594972098035704,False
multi-session-017,multi-boot-017,0,optical,-0.06651388996902485,0.10594972098035704,False
multi-session-017,multi-boot-017,1,optical,-0.07727549271663064,0.10594972098035704,False
multi-session-017,multi-boot-017,2,optical,0.12799748721658122,0.10594972098035704,True
multi-session-017,multi-boot-017,3,optical,0.003818335624466984,0.10594972098035704,False
multi-session-017,multi-boot-017,4,optical,-0.04136089787939223,0.10594972098035704,False
multi-session-017,multi-boot-017,5,optical,-0.06957685811415631,0.10594972098035704,False
multi-session-017,multi-boot-017,6,optical,-0.03680450980479283,0.10594972098035704,False
multi-session-017,multi-boot-017,7,optical,0.014371610821388492,0.10594972098035704,False
multi-session-017,multi-boot-017,8,optical,-0.03755105803393455,0.10594972098035704,False
multi-session-017,multi-boot-017,9,optical,-0.07110574876873793,0.10594972098035704,False
multi-session-017,multi-boot-017,10,optical,-0.01778519191819916,0.10594972098035704,False
multi-session-017,multi-boot-017,11,optical,-0.02789389705813866,0.10594972098035704,False
multi-session-017,multi-boot-017,12,optical,0.08242586350954095,0.10594972098035704,False
multi-session-017,multi-boot-017,13,optical,-0.07442348194228277,0.10594972098035704,False
multi-session-017,multi-boot-017,14,optical,-0.041359825418295526,0.10594972098035704,False
multi-session-017,multi-boot-017,15,optical,-0.06720020074135685,0.10594972098035704,False
multi-session-017,multi-boot-017,16,optical,0.06467020979090365,0.10594972098035704,False
multi-session-017,multi-boot-017,17,optical,-0.07362677660373002,0.10594972098035704,False
multi-session-017,multi-boot-017,18,optical,-0.05710110626172571,0.10594972098035704,False
multi-session-017,multi-boot-017,19,optical,-0.07621132996321167,0.10594972098035704,False
multi-session-017,multi-boot-017,20,optical,-0.0406191600945367,0.10594972098035704,False
multi-session-017,multi-boot-017,21,optical,-0.0421101674722576,0.10594972098035704,False
multi-session-017,multi-boot-017,22,optical,-0.06792803515451756,0.10594972098035704,False
multi-session-017,multi-boot-017,23,optical,-0.05809704465324367,0.10594972098035704,False
multi-session-017,multi-boot-017,24,optical,-0.03073114088679002,0.10594972098035704,False
multi-session-017,multi-boot-017,25,optical,-0.016980406831293482,0.10594972098035704,False
multi-session-017,multi-boot-017,26,optical,0.02540412861165764,0.10594972098035704,False
multi-session-017,multi-boot-017,27,optical,-0.0018630289269328526,0.10594972098035704,False
multi-session-017,multi-boot-017,28,optical,-0.021094665270878166,0.10594972098035704,False
multi-session-017,multi-boot-017,29,optical,-0.054499502853472936,0.10594972098035704,False
multi-session-018,multi-boot-018,0,optical,0.01152471710806835,0.10594972098035704,False
multi-session-018,multi-boot-018,1,optical,-0.06278484178598787,0.10594972098035704,False
multi-session-018,multi-boot-018,2,optical,-0.0208600897862134,0.10594972098035704,False
multi-session-018,multi-boot-018,3,optical,-0.04551705150159091,0.10594972098035704,False
multi-session-018,multi-boot-018,4,optical,-0.07052074449608065,0.10594972098035704,False
multi-session-018,multi-boot-018,5,optical,-0.03669061179835026,0.10594972098035704,False
multi-session-018,multi-boot-018,6,optical,-0.06339457497979356,0.10594972098035704,False
multi-session-018,multi-boot-018,7,optical,-0.06440057405452743,0.10594972098035704,False
multi-session-018,multi-boot-018,8,optical,-0.079958012736209,0.10594972098035704,False
multi-session-018,multi-boot-018,9,optical,-0.04381775452563769,0.10594972098035704,False
multi-session-018,multi-boot-018,10,optical,0.0016439387927753568,0.10594972098035704,False
multi-session-018,multi-boot-018,11,optical,0.08666208646159967,0.10594972098035704,False
multi-session-018,multi-boot-018,12,optical,-0.062537631049637,0.10594972098035704,False
multi-session-018,multi-boot-018,13,optical,0.06465552939547381,0.10594972098035704,False
multi-session-018,multi-boot-018,14,optical,-0.05228426647919343,0.10594972098035704,False
multi-session-018,multi-boot-018,15,optical,-0.07316147525034677,0.10594972098035704,False
multi-session-018,multi-boot-018,16,optical,-0.07965849004845427,0.10594972098035704,False
multi-session-018,multi-boot-018,17,optical,-0.03598998044704438,0.10594972098035704,False
multi-session-018,multi-boot-018,18,optical,-0.06731652481015421,0.10594972098035704,False
multi-session-018,multi-boot-018,19,optical,-0.005630691264104315,0.10594972098035704,False
multi-session-018,multi-boot-018,20,optical,-0.046251838939160295,0.10594972098035704,False
multi-session-018,multi-boot-018,21,optical,-0.04300457053440937,0.10594972098035704,False
multi-session-018,multi-boot-018,22,optical,-0.03300739210389808,0.10594972098035704,False
multi-session-018,multi-boot-018,23,optical,-0.04543510484239954,0.10594972098035704,False
multi-session-018,multi-boot-018,24,optical,-0.07997052620316286,0.10594972098035704,False
multi-session-018,multi-boot-018,25,optical,0.14282008793655487,0.10594972098035704,True
multi-session-018,multi-boot-018,26,optical,-0.017125447479504785,0.10594972098035704,False
multi-session-018,multi-boot-018,27,optical,-0.03636304633464854,0.10594972098035704,False
multi-session-018,multi-boot-018,28,optical,0.04721338147513554,0.10594972098035704,False
multi-session-018,multi-boot-018,29,optical,0.009990225024519406,0.10594972098035704,False
multi-session-013,multi-boot-013,0,gyro,0.038587276958475636,0.10518577329758438,False
multi-session-013,multi-boot-013,1,gyro,0.09083989132119663,0.10518577329758438,False
multi-session-013,multi-boot-013,2,gyro,0.08913029587828747,0.10518577329758438,False
multi-session-013,multi-boot-013,3,gyro,0.06018199965373772,0.10518577329758438,False
multi-session-013,multi-boot-013,4,gyro,0.0231724927546042,0.10518577329758438,False
multi-session-013,multi-boot-013,5,gyro,0.017336639744462645,0.10518577329758438,False
multi-session-013,multi-boot-013,6,gyro,0.06959713774269582,0.10518577329758438,False
multi-session-013,multi-boot-013,7,gyro,0.07823228212162414,0.10518577329758438,False
multi-session-013,multi-boot-013,8,gyro,0.0865405983447124,0.10518577329758438,False
multi-session-013,multi-boot-013,9,gyro,0.06028763873701093,0.10518577329758438,False
multi-session-013,multi-boot-013,10,gyro,0.03257109441974826,0.10518577329758438,False
multi-session-013,multi-boot-013,11,gyro,-0.031264714334066024,0.10518577329758438,False
multi-session-013,multi-boot-013,12,gyro,0.06252468359504104,0.10518577329758438,False
multi-session-013,multi-boot-013,13,gyro,0.08155164758248534,0.10518577329758438,False
multi-session-013,multi-boot-013,14,gyro,0.08528097333881146,0.10518577329758438,False
multi-session-013,multi-boot-013,15,gyro,0.06555543271053588,0.10518577329758438,False
multi-session-013,multi-boot-013,16,gyro,0.022476865571938398,0.10518577329758438,False
multi-session-013,multi-boot-013,17,gyro,0.010700021123789427,0.10518577329758438,False
multi-session-013,multi-boot-013,18,gyro,0.0745695693090056,0.10518577329758438,False
multi-session-013,multi-boot-013,19,gyro,0.07212128974103182,0.10518577329758438,False
multi-session-013,multi-boot-013,20,gyro,0.06745815857032889,0.10518577329758438,False
multi-session-013,multi-boot-013,21,gyro,0.05969221555609694,0.10518577329758438,False
multi-session-013,multi-boot-013,22,gyro,0.021587073215699526,0.10518577329758438,False
multi-session-013,multi-boot-013,23,gyro,-0.023930918952452807,0.10518577329758438,False
multi-session-013,multi-boot-013,24,gyro,0.04966490132176826,0.10518577329758438,False
multi-session-013,multi-boot-013,25,gyro,0.07852388764158202,0.10518577329758438,False
multi-session-013,multi-boot-013,26,gyro,0.08278480948296585,0.10518577329758438,False
multi-session-013,multi-boot-013,27,gyro,0.05367741790924074,0.10518577329758438,False
multi-session-013,multi-boot-013,28,gyro,0.010132888963645503,0.10518577329758438,False
multi-session-013,multi-boot-013,29,gyro,0.003396071265797551,0.10518577329758438,False
multi-session-014,multi-boot-014,0,gyro,0.004800355811133028,0.10518577329758438,False
multi-session-014,multi-boot-014,1,gyro,-0.005479671293613486,0.10518577329758438,False
multi-session-014,multi-boot-014,2,gyro,-0.017795558929832367,0.10518577329758438,False
multi-session-014,multi-boot-014,3,gyro,0.005035936253928064,0.10518577329758438,False
multi-session-014,multi-boot-014,4,gyro,-1.800862974371542e-05,0.10518577329758438,False
multi-session-014,multi-boot-014,5,gyro,0.0018008563193895322,0.10518577329758438,False
multi-session-014,multi-boot-014,6,gyro,-0.01781862043172877,0.10518577329758438,False
multi-session-014,multi-boot-014,7,gyro,0.010039159854131952,0.10518577329758438,False
multi-session-014,multi-boot-014,8,gyro,-0.00980517094516098,0.10518577329758438,False
multi-session-014,multi-boot-014,9,gyro,0.003283929603943414,0.10518577329758438,False
multi-session-014,multi-boot-014,10,gyro,-0.019756345134421593,0.10518577329758438,False
multi-session-014,multi-boot-014,11,gyro,0.00047860376036346075,0.10518577329758438,False
multi-session-014,multi-boot-014,12,gyro,-0.00962965233327201,0.10518577329758438,False
multi-session-014,multi-boot-014,13,gyro,-0.007421662162972353,0.10518577329758438,False
multi-session-014,multi-boot-014,14,gyro,-0.0035020268212561656,0.10518577329758438,False
multi-session-014,multi-boot-014,15,gyro,-0.021280542893015897,0.10518577329758438,False
multi-session-014,multi-boot-014,16,gyro,-0.002700257652700766,0.10518577329758438,False
multi-session-014,multi-boot-014,17,gyro,-0.029889703321883454,0.10518577329758438,False
multi-session-014,multi-boot-014,18,gyro,-0.01766045175000036,0.10518577329758438,False
multi-session-014,multi-boot-014,19,gyro,0.03054035858508819,0.10518577329758438,False
multi-session-014,multi-boot-014,20,gyro,-0.0015117475203830222,0.10518577329758438,False
multi-session-014,multi-boot-014,21,gyro,-0.020769218853724347,0.10518577329758438,False
multi-session-014,multi-boot-014,22,gyro,-0.005596635342325296,0.10518577329758438,False
multi-session-014,multi-boot-014,23,gyro,0.011241117007045442,0.10518577329758438,False
multi-session-014,multi-boot-014,24,gyro,-0.013076107585993368,0.10518577329758438,False
multi-session-014,multi-boot-014,25,gyro,-0.02117121004308309,0.10518577329758438,False
multi-session-014,multi-boot-014,26,gyro,0.00645075967719011,0.10518577329758438,False
multi-session-014,multi-boot-014,27,gyro,0.006461441003560275,0.10518577329758438,False
multi-session-014,multi-boot-014,28,gyro,-0.006390504309813083,0.10518577329758438,False
multi-session-014,multi-boot-014,29,gyro,-0.008769749762423895,0.10518577329758438,False
multi-session-015,multi-boot-015,0,gyro,0.10165552921894982,0.10518577329758438,False
multi-session-015,multi-boot-015,1,gyro,0.1163759224650508,0.10518577329758438,True
multi-session-015,multi-boot-015,2,gyro,0.10880919463096506,0.10518577329758438,True
multi-session-015,multi-boot-015,3,gyro,0.0886676904624687,0.10518577329758438,False
multi-session-015,multi-boot-015,4,gyro,0.06546661064490422,0.10518577329758438,False
multi-session-015,multi-boot-015,5,gyro,0.03216353433510333,0.10518577329758438,False
multi-session-015,multi-boot-015,6,gyro,0.023111616127133527,0.10518577329758438,False
multi-session-015,multi-boot-015,7,gyro,0.04460456489128539,0.10518577329758438,False
multi-session-015,multi-boot-015,8,gyro,0.08766502933773201,0.10518577329758438,False
multi-session-015,multi-boot-015,9,gyro,0.0886630630559272,0.10518577329758438,False
multi-session-015,multi-boot-015,10,gyro,0.11742277474318275,0.10518577329758438,True
multi-session-015,multi-boot-015,11,gyro,0.10805477918435702,0.10518577329758438,True
multi-session-015,multi-boot-015,12,gyro,0.10331155113259316,0.10518577329758438,False
multi-session-015,multi-boot-015,13,gyro,0.08007072539044646,0.10518577329758438,False
multi-session-015,multi-boot-015,14,gyro,0.05854950436199646,0.10518577329758438,False
multi-session-015,multi-boot-015,15,gyro,0.017069823919216298,0.10518577329758438,False
multi-session-015,multi-boot-015,16,gyro,0.028867983960821464,0.10518577329758438,False
multi-session-015,multi-boot-015,17,gyro,0.07748900265612191,0.10518577329758438,False
multi-session-015,multi-boot-015,18,gyro,0.07104926295512681,0.10518577329758438,False
multi-session-015,multi-boot-015,19,gyro,0.10656453207727168,0.10518577329758438,True
multi-session-015,multi-boot-015,20,gyro,0.103616770137682,0.10518577329758438,False
multi-session-015,multi-boot-015,21,gyro,0.12008617173216696,0.10518577329758438,True
multi-session-015,multi-boot-015,22,gyro,0.09310854910307509,0.10518577329758438,False
multi-session-015,multi-boot-015,23,gyro,0.07118001396463192,0.10518577329758438,False
multi-session-015,multi-boot-015,24,gyro,0.030442227982250714,0.10518577329758438,False
multi-session-015,multi-boot-015,25,gyro,0.029814642695580318,0.10518577329758438,False
multi-session-015,multi-boot-015,26,gyro,0.045821842081171016,0.10518577329758438,False
multi-session-015,multi-boot-015,27,gyro,0.06751936457158814,0.10518577329758438,False
multi-session-015,multi-boot-015,28,gyro,0.10155378730667675,0.10518577329758438,False
multi-session-015,multi-boot-015,29,gyro,0.10595969908381109,0.10518577329758438,True
multi-session-016,multi-boot-016,0,gyro,-0.03885838248161444,0.10518577329758438,False
multi-session-016,multi-boot-016,1,gyro,0.10552781866399585,0.10518577329758438,True
multi-session-016,multi-boot-016,2,gyro,-0.04132162467172651,0.10518577329758438,False
multi-session-016,multi-boot-016,3,gyro,0.08695570938823338,0.10518577329758438,False
multi-session-016,multi-boot-016,4,gyro,-0.049546145120512974,0.10518577329758438,False
multi-session-016,multi-boot-016,5,gyro,0.10518577329758438,0.10518577329758438,False
multi-session-016,multi-boot-016,6,gyro,-0.047532359237648925,0.10518577329758438,False
multi-session-016,multi-boot-016,7,gyro,0.0879170980643128,0.10518577329758438,False
multi-session-016,multi-boot-016,8,gyro,-0.04964458273458788,0.10518577329758438,False
multi-session-016,multi-boot-016,9,gyro,0.10403574717782582,0.10518577329758438,False
multi-session-016,multi-boot-016,10,gyro,-0.046797736567720405,0.10518577329758438,False
multi-session-016,multi-boot-016,11,gyro,0.08770325001614387,0.10518577329758438,False
multi-session-016,multi-boot-016,12,gyro,-0.043449378209820866,0.10518577329758438,False
multi-session-016,multi-boot-016,13,gyro,0.10236862185574447,0.10518577329758438,False
multi-session-016,multi-boot-016,14,gyro,-0.039426699945660115,0.10518577329758438,False
multi-session-016,multi-boot-016,15,gyro,0.0884990522761997,0.10518577329758438,False
multi-session-016,multi-boot-016,16,gyro,-0.04001719164952089,0.10518577329758438,False
multi-session-016,multi-boot-016,17,gyro,0.10215402296827947,0.10518577329758438,False
multi-session-016,multi-boot-016,18,gyro,-0.030102387700622513,0.10518577329758438,False
multi-session-016,multi-boot-016,19,gyro,0.08388459702934514,0.10518577329758438,False
multi-session-016,multi-boot-016,20,gyro,-0.04281499514947307,0.10518577329758438,False
multi-session-016,multi-boot-016,21,gyro,0.10145272864525745,0.10518577329758438,False
multi-session-016,multi-boot-016,22,gyro,-0.024827637871906838,0.10518577329758438,False
multi-session-016,multi-boot-016,23,gyro,0.0754726852692893,0.10518577329758438,False
multi-session-016,multi-boot-016,24,gyro,-0.03409872120946672,0.10518577329758438,False
multi-session-016,multi-boot-016,25,gyro,0.09905115960643718,0.10518577329758438,False
multi-session-016,multi-boot-016,26,gyro,-0.01854818645028733,0.10518577329758438,False
multi-session-016,multi-boot-016,27,gyro,0.08752514805769407,0.10518577329758438,False
multi-session-016,multi-boot-016,28,gyro,-0.026324008088071227,0.10518577329758438,False
multi-session-016,multi-boot-016,29,gyro,0.0724368808572683,0.10518577329758438,False
multi-session-017,multi-boot-017,0,gyro,-0.05689968919977961,0.10518577329758438,False
multi-session-017,multi-boot-017,1,gyro,-0.06599988865620587,0.10518577329758438,False
multi-session-017,multi-boot-017,2,gyro,-0.062125830672915994,0.10518577329758438,False
multi-session-017,multi-boot-017,3,gyro,-0.09234136645443258,0.10518577329758438,False
multi-session-017,multi-boot-017,4,gyro,-0.07594982286014262,0.10518577329758438,False
multi-session-017,multi-boot-017,5,gyro,-0.06442918782119683,0.10518577329758438,False
multi-session-017,multi-boot-017,6,gyro,-0.06487900005350877,0.10518577329758438,False
multi-session-017,multi-boot-017,7,gyro,-0.06757947305127815,0.10518577329758438,False
multi-session-017,multi-boot-017,8,gyro,-0.07537829469294438,0.10518577329758438,False
multi-session-017,multi-boot-017,9,gyro,-0.09329480881858027,0.10518577329758438,False
multi-session-017,multi-boot-017,10,gyro,-0.07022339101544389,0.10518577329758438,False
multi-session-017,multi-boot-017,11,gyro,-0.05888975264583074,0.10518577329758438,False
multi-session-017,multi-boot-017,12,gyro,-0.05655083055214161,0.10518577329758438,False
multi-session-017,multi-boot-017,13,gyro,-0.06534516959994935,0.10518577329758438,False
multi-session-017,multi-boot-017,14,gyro,-0.06627514220557851,0.10518577329758438,False
multi-session-017,multi-boot-017,15,gyro,-0.09258519163397966,0.10518577329758438,False
multi-session-017,multi-boot-017,16,gyro,-0.0773028254696978,0.10518577329758438,False
multi-session-017,multi-boot-017,17,gyro,-0.06534895580212818,0.10518577329758438,False
multi-session-017,multi-boot-017,18,gyro,-0.06733914777266142,0.10518577329758438,False
multi-session-017,multi-boot-017,19,gyro,-0.06165358853420694,0.10518577329758438,False
multi-session-017,multi-boot-017,20,gyro,-0.08178021014095044,0.10518577329758438,False
multi-session-017,multi-boot-017,21,gyro,-0.09539475298039674,0.10518577329758438,False
multi-session-017,multi-boot-017,22,gyro,-0.07151061142933052,0.10518577329758438,False
multi-session-017,multi-boot-017,23,gyro,-0.05102180517987048,0.10518577329758438,False
multi-session-017,multi-boot-017,24,gyro,-0.06154032233105988,0.10518577329758438,False
multi-session-017,multi-boot-017,25,gyro,-0.06420465828112032,0.10518577329758438,False
multi-session-017,multi-boot-017,26,gyro,-0.07201154302399915,0.10518577329758438,False
multi-session-017,multi-boot-017,27,gyro,-0.08022246324787485,0.10518577329758438,False
multi-session-017,multi-boot-017,28,gyro,-0.07546679754686131,0.10518577329758438,False
multi-session-017,multi-boot-017,29,gyro,-0.06328337637815135,0.10518577329758438,False
multi-session-018,multi-boot-018,0,gyro,-0.061855437447499884,0.10518577329758438,False
multi-session-018,multi-boot-018,1,gyro,-0.007346525834921125,0.10518577329758438,False
multi-session-018,multi-boot-018,2,gyro,-0.05165400682748966,0.10518577329758438,False
multi-session-018,multi-boot-018,3,gyro,-0.03304943767008689,0.10518577329758438,False
multi-session-018,multi-boot-018,4,gyro,-0.022207951297603723,0.10518577329758438,False
multi-session-018,multi-boot-018,5,gyro,0.008716744901508977,0.10518577329758438,False
multi-session-018,multi-boot-018,6,gyro,-0.009367794372964255,0.10518577329758438,False
multi-session-018,multi-boot-018,7,gyro,-0.020526244231950264,0.10518577329758438,False
multi-session-018,multi-boot-018,8,gyro,-0.015716647269591377,0.10518577329758438,False
